TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ;NR_COTST
F.I.I.;15.463.207/0001-70;INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;26186561.20;
F.I.I.;15.862.591/0001-83;CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;29433922.56;
F.I.I.;16.543.270/0001-89;SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;247017391.61;
F.I.I.;17.007.443/0001-07;TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;101028883.19;
F.I.I.;17.035.124/0001-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO HUMAITÁ - FII;2019-03-31;20294223.67;
F.I.I.;17.143.998/0001-86;CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;121622514.31;
F.I.I.;17.144.039/0001-85;CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;111447214.69;
F.I.I.;17.161.979/0001-82;FUNDO DE INVESTIMENTO IMOBILIÁRIO PEDRA NEGRA RENDA IMOBILIÁRIA;2019-03-31;127690094.12;
F.I.I.;17.216.625/0001-98;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;35410674.65;
F.I.I.;17.311.079/0001-74;FUNDO DE INVESTIMENTO IMOBILIARIO - FII SIA CORPORATE;2019-03-31;90854168.58;
F.I.I.;17.331.883/0001-15;SALUS II FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-03-31;56327609.29;
F.I.I.;17.786.606/0001-05;NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;120940207.90;
F.I.I.;18.259.637/0001-62;ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;8217154.03;
F.I.I.;18.289.950/0001-43;BIRD FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-03-31;84038781.92;
F.I.I.;18.330.535/0001-96;RB CAPITAL PETROS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;224677776.36;
F.I.I.;18.836.451/0001-29;REAG RIACHO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;-546508.38;
F.I.I.;18.874.965/0001-79;CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;182501775.04;
F.I.I.;19.213.231/0001-01;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;123804472.69;
F.I.I.;19.959.754/0001-00;AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;37093803.05;
F.I.I.;20.118.470/0001-61;CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;58774396.14;
F.I.I.;20.118.492/0001-21;PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;90141774.06;
F.I.I.;20.118.507/0001-51;CEDRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;38255911.27;
F.I.I.;20.216.935/0001-17;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA;2019-03-31;207045869.48;
F.I.I.;20.716.161/0001-93;BB RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;92845444.41;
F.I.I.;22.016.625/0001-84;FDL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;57670285.75;
F.I.I.;22.081.808/0001-83;BRAZIL PROPERTIES INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;17260405.26;
F.I.I.;22.104.821/0001-00;BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;7342096.41;
F.I.I.;22.211.522/0001-75;FUNDO DE INVESTIMENTO IMOBILIARIO CAIXA CONVIDA SUAPE - FII;2019-03-31;202414334.54;
F.I.I.;23.781.211/0001-04;FUNDO DE INVESTIMENTO IMOBILIÁRIO NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII;2019-03-31;692228193.39;
F.I.I.;24.774.904/0001-32;NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;36503416.75;
F.I.I.;26.091.656/0001-50;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;2019-03-31;74552542.35;
F.I.I.;26.195.121/0001-20;BRAZIL REAL ESTATE VICTORY FUND I - FUNDO DE INVESTIMENTO IMOBILIARIO;2019-03-31;26288372.67;
F.I.I.;26.269.251/0001-60;WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-03-31;145303427.78;
F.I.I.;26.452.179/0001-01;VIRACONDO FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO;2019-03-31;64878772.34;
F.I.I.;26.846.280/0001-47;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORDESILHAS;2019-03-31;108402.53;
F.I.I.;26.990.011/0001-50;TREECORP REAL ESTATE FII - I;2019-03-31;28428510.10;
F.I.I.;27.212.823/0001-37;TMJ FUNDO DE INVESTIMENTO IMOBILIARIO;2019-03-31;4352748.97;
F.I.I.;27.293.689/0001-46;OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;6278028.77;
F.I.I.;27.538.460/0001-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO SHARE STUDENT LIVING;2019-03-31;26691249.33;
F.I.I.;27.538.477/0001-81;FUNDO DE INVESTIMENTO IMOBILIARIO HARMONIA;2019-03-31;13332167.35;
F.I.I.;27.771.568/0001-62;FRAM CAPITAL VI FUNDO DE INVESTIMENTO IMOBILIARIO;2019-03-31;1183360.95;
F.I.I.;27.771.586/0001-44;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;2019-03-31;19363175.15;
F.I.I.;28.065.397/0001-19;FL SHOPPINGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;55301762.63;
F.I.I.;28.216.384/0001-01;Sicoob Agências Fundo de Investimento Imobiliário;2019-03-31;26910270.00;
F.I.I.;28.267.530/0001-10;SABUGAL FUNDO DE INVESTIMENTO IMOBILIARIO;2019-03-31;4557614.56;
F.I.I.;28.516.650/0001-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST CYRELA FII;2019-03-31;52195066.85;
F.I.I.;28.851.767/0001-43;FUNDO DE INVESTIMENTO IMOBILIARIO HOSPITAL UNIMED SUL CAPIXABA;2019-03-31;72285085.05;
F.I.I.;28.893.734/0001-66;RENOVA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-03-31;152995813.97;
F.I.I.;29.641.226/0001-53;CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-03-31;154120818.73;
F.I.I.;30.492.505/0001-81;FUNDO DE INVESTIMENTO IMOBILIÁRIO CDURP;2019-03-31;84138429.46;
F.I.I.;31.373.514/0001-16;SÃO JORGE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;11628063.16;
F.I.I.;31.524.769/0001-32;KODY FUNDO DE INVESTIMENTO IMOBILIARIO;2019-03-31;31203182.14;
F.I.I.;31.544.514/0001-31;FUNDO DE INVESTIMENTO IMOBILIARIO MIRANTE DAS AGUAS;2019-03-31;63614053.25;
F.I.I.;97.521.194/0001-02;CLARITAS LOGÍSTICA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-03-31;156128481.64;
FIDC;05.753.599/0001-58;GP AETATIS II FIDC IMOBILIARIOS;2019-03-31;;0
FIDC;05.754.060/0001-13;CATERPILLAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DO SEGMENTO INDUSTRIAL II;2019-03-31;727788579.69;3
FIDC;06.018.364/0001-85;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FIDC PREMIUM;2019-03-31;93974601.70;
FIDC;06.182.371/0001-18;FOR-TE FIDC;2019-03-31;1547452633.43;10
FIDC;06.906.430/0001-53;FIDC INDUSTRIA;2019-03-31;29586096.66;2
FIDC;07.084.253/0001-30;MULTI INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;20878355.95;5
FIDC;07.507.899/0001-82;GP FIDC FCVS;2019-03-31;;11
FIDC;07.670.637/0001-34;MULTICRÉDITO I FIDC;2019-03-31;2999342.99;
FIDC;07.727.002/0001-26;FIDC NÃO-PADRONIZADO PCG-BRASIL MULTICARTEIRA;2019-03-31;1474013764.12;1
FIDC;07.727.757/0001-20;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL EMPRESARIAL LP;2019-03-31;184307142.46;
FIDC;07.738.319/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SP RECEBIVEIS PREMIUM I;2019-03-31;9797910.50;
FIDC;07.964.366/0001-20;FIDC NP AMÉRICA MULTICARTEIRA;2019-03-31;;1
FIDC;08.093.745/0001-54;V1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTICARTEIRA OUTROS;2019-03-31;1374783.63;1
FIDC;08.140.051/0001-20;FICFIDC NP GLOBAL MARKETS;2019-03-31;;0
FIDC;08.270.249/0001-29;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MACCRED NÃO PADRONIZADO;2019-03-31;21464584.21;1
FIDC;08.315.045/0001-67;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS MULTISETORIAL HOPE LP;2019-03-31;117720699.09;
FIDC;08.387.157/0001-23;POLO PRECATÓRIO FEDERAL FUNDO DE INVESTIMENTOS EM DIREITOS CREDITORIOS NAO PADRONIZADOS;2019-03-31;1816460.32;5
FIDC;08.417.544/0001-65;CRÉDITO UNIVERSITÁRIO FIDC;2019-03-31;;204
FIDC;08.611.414/0001-69;V3 FIDC MULTICARTEIRA - NP;2019-03-31;344476431.24;1
FIDC;08.621.199/0001-87;FAMCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL NÃO PADRONIZADOS;2019-03-31;315855312.81;4
FIDC;08.632.394/0001-02;RED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP;2019-03-31;628343538.29;
FIDC;08.661.352/0001-08;ZMF FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;1182300264.99;6
FIDC;08.678.936/0001-88;SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2019-03-31;537702160.81;168
FIDC;08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2019-03-31;28847220.42;
FIDC;08.947.141/0001-28;FUNDO TRIANGULO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;4964783.62;1
FIDC;08.987.105/0001-98;FIDC - FORNECEDORES I;2019-03-31;35372987.47;1
FIDC;09.009.924/0001-23;ECO MULTI COMMODITIES FIDC FINANCEIROS AGROPECUARIOS;2019-03-31;8023606.27;18
FIDC;09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2019-03-31;41457516.89;6
FIDC;09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS;2019-03-31;97340300.73;1
FIDC;09.115.244/0001-94;FIDC NP TRATEX PRECATORIO II;2019-03-31;737993804.21;2
FIDC;09.137.729/0001-89;MULTI RECEBIVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;159257154.03;
FIDC;09.163.026/0001-25;MERIDIANO - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS - NÃO PADRONIZADO;2019-03-31;41069795.16;1
FIDC;09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2019-03-31;161123873.32;17
FIDC;09.194.715/0001-05;FIDC DA INDUSTRIA EXODUS III - BRZ;2019-03-31;69753.09;2
FIDC;09.195.235/0001-50;FIDC NP DO SISTEMA PETROBRAS;2019-03-31;31567177957.35;159
FIDC;09.217.017/0001-70;ACCESS 1 FIC FIDC NP;2019-03-31;420220871.27;1
FIDC;09.220.444/0001-07;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL DELTA - NÃO PADRONIZADOS;2019-03-31;22274713.38;
FIDC;09.221.411/0001-81;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL RADICE;2019-03-31;21911556.87;
FIDC;09.228.406/0001-09;FIDC NP MULTISEGMENTOS CREDITSTORE;2019-03-31;;1
FIDC;09.236.210/0001-58;FIDC NP PRECATORIOS SELECIONADOS I;2019-03-31;351006990.44;4
FIDC;09.260.031/0001-56;FIQFIDC SRM;2019-03-31;88831799.77;2
FIDC;09.263.012/0001-83;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NAO PADRONIZADOS NPL I;2019-03-31;209765331.80;
FIDC;09.266.437/0001-46;JPP EMPRESAS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTICARTEIRA;2019-03-31;75853358.04;1
FIDC;09.297.712/0001-99;FIDC NP PRECATÓRIOS FEDERAIS DB I;2019-03-31;;0
FIDC;09.305.307/0001-75;AGRO BRASIL E PRECATÓRIOS FIDC NP;2019-03-31;;1
FIDC;09.410.142/0001-00;TARGET FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS- MULTICREDITO;2019-03-31;9422081.98;1
FIDC;09.414.255/0001-75;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL DANIELE LP;2019-03-31;184890379.93;
FIDC;09.443.633/0001-49;FIDC NP TRATEX PRECATÓRIO III;2019-03-31;331833128.60;1
FIDC;09.527.140/0001-97;BSPAR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL;2019-03-31;326122196.80;1
FIDC;09.577.075/0001-04;FIDC BANCO GMAC - FINANCIAMENTO A CONCESSIONÁRIAS;2019-03-31;551812789.32;2
FIDC;09.584.892/0001-90;FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS EXODUS - D30;2019-03-31;42724.85;100
FIDC;09.609.468/0001-52;MACRO FUND - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;25218206.40;
FIDC;09.620.060/0001-81;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS VOTORANTIM ABSOLUTE;2019-03-31;269074816.11;1
FIDC;09.636.040/0001-07;ATLANTIC FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;55863343.75;
FIDC;10.237.131/0001-40;IAA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;132005484.24;12
FIDC;10.269.029/0001-27;AJAXJUD - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;93266130.48;
FIDC;10.288.773/0001-79;FIDC NP PEARL;2019-03-31;812178597.82;16
FIDC;10.382.250/0001-97;FIDC F VIII - MULTISEGMENTOS;2019-03-31;265861085.73;2
FIDC;10.434.089/0001-58;BMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL;2019-03-31;81733291.14;14
FIDC;10.436.207/0001-67;DB MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO PADRONIZADOS DE PRECATORIOS FEDERAIS;2019-03-31;;4
FIDC;10.506.595/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ENERGISA 2008;2019-03-31;75541596.07;
FIDC;10.545.253/0001-02;VISÃO MULTIMERCADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;26934252.02;7
FIDC;10.726.863/0001-02;BRASIL GOVERNMENT SENIOR DEBT FIDC-NP;2019-03-31;;1
FIDC;10.768.419/0001-41;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS EMPÍRICA RPW MICROFINANÇAS;2019-03-31;60747145.96;
FIDC;10.841.829/0001-70;SPREADSUL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS - NP;2019-03-31;30603314.85;3
FIDC;11.003.181/0001-26;BBIF MASTER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS LP;2019-03-31;19848400.25;13
FIDC;11.026.623/0001-50;BENFICA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;11086743.83;7
FIDC;11.122.490/0001-15;GLOBAL RETAIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL NÃO PADRONIZADO;2019-03-31;1013029.41;4
FIDC;11.122.821/0001-17;SL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2019-03-31;18655062.76;4
FIDC;11.175.012/0001-73;ATTO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;8159404.37;2
FIDC;11.190.431/0001-84;SCE FIDC;2019-03-31;11666143.92;24
FIDC;11.203.571/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CRESCER NÃO PADRONIZADO;2019-03-31;57926236.02;
FIDC;11.230.727/0001-81;FIDC GM - VENDA DE VEÍCULOS;2019-03-31;1601309445.37;1
FIDC;11.261.368/0001-20;ALFA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2019-03-31;45188826.54;6
FIDC;11.351.413/0001-37;CORAL FIDC MULTISETORIAL;2019-03-31;789157.39;7
FIDC;11.370.045/0001-74;G5 CREDIJUS CRÉDITOS JUDICIAIS - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;63555158.47;2
FIDC;11.439.669/0001-09;STEP-UP CRÉDITO JUDICIAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;5076302.43;2
FIDC;11.461.546/0001-66;ANHANGUERA EDUCACIONAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;18758502.91;
FIDC;11.468.186/0001-24;ATLANTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;1401917633.75;17
FIDC;11.468.192/0001-81;DEL CRED NP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL;2019-03-31;114454479.82;3
FIDC;11.468.198/0001-59;AL CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS MULTISSETORIAL NP;2019-03-31;17554371.71;3
FIDC;11.489.344/0001-22;RED PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2019-03-31;856874426.63;
FIDC;11.491.061/0001-15;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS DANIELE;2019-03-31;96360934.22;
FIDC;11.507.489/0001-09;BFC FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2019-03-31;62365485.53;10
FIDC;11.516.985/0001-29;FIDC MULTISEGMENTOS NPL IPANEMA - NP;2019-03-31;;4
FIDC;11.641.910/0001-70;FIDC-NP PRECATÓRIOS SELECIONADOS III;2019-03-31;;2
FIDC;11.693.671/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS MULTISSETORIAL R&G LP;2019-03-31;157028704.21;
FIDC;11.726.466/0001-95;MERITA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;9426711.03;1
FIDC;11.823.118/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL PREVIA;2019-03-31;48992671.89;20
FIDC;11.888.461/0001-69;ITU FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;1149245370.70;77
FIDC;11.902.340/0001-24;MAXPREV FIQ FIDC MULTISETORIAL;2019-03-31;4415498.83;8
FIDC;12.036.226/0001-21;SG III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;56255862.26;1
FIDC;12.036.247/0001-47;SG III FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;129292092.03;2
FIDC;12.053.694/0001-04;ÁTICO FIDC IMOBILIÁRIOS;2019-03-31;49669352.81;11
FIDC;12.144.737/0001-67;CREDIT BRASIL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL MASTER;2019-03-31;213942768.30;
FIDC;12.182.585/0001-97;AGRO 1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;444833478.22;1
FIDC;12.227.850/0001-06;G5 BR INFRA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2019-03-31;156984195.38;5
FIDC;12.236.809/0001-04;PLR - FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP;2019-03-31;506441627.28;
FIDC;12.254.372/0001-23;GARSON - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;82123757.22;12
FIDC;12.358.325/0001-20;FUNDO DE INVEST. EM DIREITOS CREDITÓRIOS MULTISETORIAL SILVERADO- FORNECEDORES DO SISTEMA  PETROBRAS;2019-03-31;633556.75;2
FIDC;12.377.935/0001-70;MATURITY FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2019-03-31;18698997.29;
FIDC;12.385.897/0001-06;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NP RED P;2019-03-31;521078391.78;
FIDC;12.401.806/0001-70;AIMORES FIDC-NP;2019-03-31;222900224.40;1
FIDC;12.401.842/0001-34;BRISBANE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;1023249.51;1
FIDC;12.440.789/0001-80;LME REC MULTISETORIAL IPCA - FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS;2019-03-31;;2
FIDC;12.579.631/0001-96;VINCI CRÉDITO E DESENVOLVIMENTO I - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2019-03-31;416906093.22;72
FIDC;12.592.411/0001-00;BOA VISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADO;2019-03-31;112232400.81;
FIDC;12.610.459/0001-96;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS EMPIRICA GOAL ONE;2019-03-31;61189809.77;29
FIDC;12.764.295/0001-51;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ARM - NÃO PADRONIZADO;2019-03-31;58831461.28;1
FIDC;12.778.706/0001-68;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - BRASILFACTORS CRÉDITO CORPORATIVO;2019-03-31;68692873.99;
FIDC;12.796.029/0001-00;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MERCANTIS AUTO PEÇAS;2019-03-31;180979002.26;1
