COMPANY_ID;QUOTA;ISIN;NAME;DATE_INI;EXCLUSIVE;CLASS;REFERENCE;TARGET;OWNERS;ASSETS;EQUITY;DY_LAST;PRICE_QUOTA_EQUITY;PRICE_MARKET;VOLUME;TICKER
97.521.194/0001-02;11766;BRCLOGCTF009;CLARITAS LOGÍSTICA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/07/2011;False;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado;41;156806003;156128481;0,3550%;13269.46;0;0;
31.772.231/0001-47;5137000;0;COLONIZADOR I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;13/11/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;30;51389921;51298561;;9.99;0;0;
17.143.998/0001-86;1073530;BRGRLVCTF002;CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;22/01/2013;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidores em Geral;1874;122359782;121622514;0,4874%;113.29;00000000097.75;0000000000143361.77;GRLV11      
11.260.134/0001-68;1650000;BRHGJHCTF006;CSHG JHSF PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;14/10/2010;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;5809;248837677;247163471;0,5342%;149.8;00000000179.03;0000000000133913.79;HGJH11      
11.728.688/0001-47;7881340;BRHGLGCTF004;CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;06/05/2010;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;03/2019;Investidores em Geral;57767;1017684448;954080449;0,6197%;121.06;00000000157.01;0000000002880803.15;HGLG11      
09.072.017/0001-29;7383100;BRHGRECTF006;CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;06/05/2008;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;31894;1158186270;1120908908;0,4883%;151.82;00000000153.99;0000000001248117.41;HGRE11      
11.160.521/0001-22;2596486;BRHGCRCTF000;CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;22/12/2009;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;8720;341534560;271250364;0,7058%;104.47;00000000124.87;0000000000953616.83;HGCR11      
29.641.226/0001-53;1500000;BRHGRUCTF002;CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;27/04/2018;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;533;155991192;154120818;0,6627%;102.75;00000000115.80;0000000000365647.96;HGRU11      
28.108.193/0001-18;7920000;0;DEL MONTE FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/12/2017;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;8;8190444;8183594;;1.03;0;0;
26.642.727/0001-66;78763473;BRDAMTCTF007;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO;13/02/2017;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;51;189330204;109132645;0,0000%;1.39;0;0;
10.522.648/0001-81;59466;BRDOVLCTF006;DOVEL FII;01/04/2009;True;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidor Qualificado e Profissional;52;61881102;61625210;0,4043%;1036.31;0;0;
14.365.190/0001-55;52148;BRSRIICTF000;ESTRUTURA II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;02/10/2012;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;78591479;78554810;0,0000%;1506.38;0;0;
31.469.385/0001-64;49611;-;EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/03/2019;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidor Qualificado;2;47259606;4941938;0,0000%;99.61;0;0;
24.070.076/0001-51;6677444;BRKINPCTF001;EVEN PERMUTA KINEA FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;09/06/2017;False;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;03/2019;Investidor Qualificado;91;73701932;67383800;0,0000%;10.09;0;0;
17.329.029/0001-14;365972;BRFIXXCTF004;FATOR IFIX FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/05/2013;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;903;34470813;34112291;0,9156%;93.21;00000000086.99;0000000000053794.93;FIXX11      
11.664.201/0001-00;2241799;BRVRTACTF008;FATOR VERITA FUNDO DE INVESTIMENTO IMOBILIARIO;05/08/2010;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidores em Geral;12871;242461394;226948545;0,9255%;101.24;00000000135.77;0000000000398295.32;VRTA11      
20.990.694/0001-69;184225;0;FGRP FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/03/2018;False;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidor Qualificado;8;183000726;179667505;;975.26;0;0;
24.814.916/0001-43;109790;BRNPARCTF003;FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO NESTPAR;23/05/2016;False;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;61;13964771;13713390;;124.91;00000000121.69;0000000000002263.69;NPAR11      
11.281.322/0001-72;195000;BRPRSVCTF008;FII - PRESIDENTE VARGAS;03/01/2011;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;1626;79569194;79354042;0,0000%;406.94;00000000334.01;0000000000068595.16;PRSV11      
07.789.135/0001-27;451113;BRANCRCTF001;FII ANCAR IC;21/12/2005;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;03/2019;Investidores em Geral;56;1516179936;1415811482;0,4529%;3138.49;0;0;
11.179.118/0001-45;642168;BRFAEDCTF003;FII ANHANGUERA EDUCACIONAL;21/12/2009;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;03/2019;Investidores em Geral;2912;122697141;121441163;0,7986%;189.11;00000000217.12;0000000000088655.55;FAED11      
10.347.985/0001-80;2710000;BRBBVJCTF001;FII BB VOTORANTIM CIDADE JARDIM CONTINENTAL TOWER;22/12/2010;False;Mandato: Desenvolvimento para RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidor Qualificado;2118;158639001;158127386;0,0000%;58.35;00000000057.12;0000000000041718.28;BBVJ11      
14.376.247/0001-11;998405;BRBMLCCTF004;FII BM BRASCAN LAJES CORPORATIVAS;10/01/2012;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;1147;94691341;93086933;0,4656%;93.24;00000000076.67;0000000000001378.69;BMLC11B     
11.602.654/0001-01;167000;BRFCFLCTF009;FII CAMPUS FARIA LIMA;29/06/2010;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;03/2019;Investidores em Geral;2696;303049406;300375375;0,6371%;1798.65;00000002053.01;0000000000119442.41;FCFL11      
13.551.286/0001-45;2949248;BRCNESCTF001;FII CENESP;27/07/2011;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;2958;281958332;276607656;0,3327%;93.79;00000000075.26;0000000000043408.15;CNES11      
08.098.114/0001-28;3568083;BRPRGDCTF001;FII COMERCIAL PROGRESSIVO II;26/06/2006;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;1;609653981;345832909;-0,5841%;96.92;0;0;
04.141.645/0001-03;69033500;BRFLMACTF009;FII CONTINENTAL SQUARE FARIA LIMA;29/08/2000;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;15940;201473117;199703103;0,5137%;2.89;00000000003.20;0000000000170561.90;FLMA11      
13.966.653/0001-71;1472728;BRTHRACTF007;FII CYRELA THERA CORPORATE;22/12/2011;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;2221;151875766;150445173;0,5485%;102.15;00000000128.49;0000000000081183.01;THRA11      
05.562.312/0001-02;104800;BRFAMBCTF018;FII EDIFICIO ALMIRANTE BARROSO;17/03/2003;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;3052;343500650;334748558;1,0169%;3194.17;00000002332.00;0000000000238372.70;FAMB11B     
06.175.262/0001-73;236000;BREDFOCTF004;FII EDIFÍCIO OURINVEST;19/04/2004;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;522;44394327;43626153;1,0032%;184.86;00000000311.50;0000000000010902.50;EDFO11B     
13.022.994/0001-99;787256;BRELDOCTF002;FII ELDORADO;18/11/2010;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;61;826127940;823104667;0,4800%;1045.54;0;0;
05.437.916/0001-27;383936;BREUROCTF011;FII EUROPAR;10/12/2002;False;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidores em Geral;1313;123027516;122706518;0,1596%;319.6;00000000153.52;0000000000016597.50;EURO11      
10.375.382/0001-91;55691;BRFLRPCTF006;FII FLORIPA SHOPPING;21/09/2009;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;814;74786554;74330744;0,4368%;1334.7;00000001299.49;0000000000020784.32;FLRP11      
01.964.775/0001-40;12583000;BRGEOGCTF005;FII GEO GUARARAPES;03/11/2005;True;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidor Qualificado e Profissional;6;1638935;1190325;0,0000%;0.09;0;0;
04.066.582/0001-60;200000;BRHCRICTF006;FII HOSPITAL DA CRIANÇA;03/10/2000;False;Mandato: RendaSegmento de Atuação: HospitalTipo de Gestão: Passiva;03/2019;Investidores em Geral;2138;53379553;52624668;0,9579%;263.12;00000000356.04;0000000000054006.54;HCRI11      
08.014.513/0001-63;1144800;BRNSLUCTF008;FII HOSPITAL NOSSA SENHORA DE LOURDES;20/04/2006;False;Mandato: RendaSegmento de Atuação: HospitalTipo de Gestão: Passiva;03/2019;Investidores em Geral;4103;210889796;207134178;0,9579%;180.93;00000000240.31;0000000000051794.69;NSLU11      
08.706.065/0001-69;1118960;BRHTMXCTF000;FII HOTEL MAXINVEST;13/02/2007;False;Mandato: RendaSegmento de Atuação: HotelTipo de Gestão: Ativa;03/2019;Investidores em Geral;18156;157499475;155298740;0,4370%;138.79;00000000152.99;0000000000350167.76;HTMX11      
11.274.415/0001-70;59245;BRMAXRCTF009;FII MAX RETAIL;30/04/2010;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;03/2019;Investidores em Geral;1342;109563704;105350276;0,8546%;1778.21;00000001990.00;0000000000171232.61;MAXR11      
01.633.741/0001-72;508008;BRFMOFCTF010;FII MEMORIAL OFFICE;18/03/1997;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;337;68093584;67831239;0,0000%;133.52;00000000079.00;0000000000036979.30;FMOF11      
01.497.954/0001-14;8703994;0;FII MISTRAL;22/10/1996;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidores em Geral;6;145862391;144837528;0,0000%;16.64;0;0;
10.869.155/0001-12;238477;BRPQDPCTF004;FII PARQUE DOM PEDRO SHOPPING CENTER;19/06/2009;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;3767;710593859;701946783;0,4164%;2943.46;00000003192.00;0000000000095704.07;PQDP11      
01.636.325/0001-28;233608;BRPMOVCTF008;FII PATEO MOINHOS DE VENTO;10/01/1997;False;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;03/2019;Investidores em Geral;4;254422850;251919255;0,3960%;1078.38;0;0;
09.150.967/0001-24;69052;0;FII PATRIMONIAL IV;18/10/2007;False;Mandato: Segmento de Atuação: Tipo de Gestão:;03/2019;Investidores em Geral;1;92048148;16730710;;242.29;0;0;
07.583.627/0001-61;224952;0;FII PENINSULA;23/06/2005;False;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;03/2019;Investidor Qualificado;1;3111272436;1960690448;0,0000%;8716.04;0;0;
10.456.799/0001-89;31219;0;FII PHORBIS;24/10/2008;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidor Qualificado;2;494917918;441329624;0,0000%;14136.57;0;0;
10.427.246/0001-06;6179347;BRPMEPCTF001;FII PRIME PORTFOLIO;03/02/2009;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;03/2019;Investidor Qualificado;1;627996149;617515330;0,1720%;99.93;0;0;
03.251.720/0001-18;750000;BRFPABCTF011;FII PROJ AGUA BRANCA;30/06/1999;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;951;283018454;279507002;0,4832%;372.68;00000000362.00;0000000000054925.99;FPAB11      
09.276.964/0001-31;1193083;BRPRPYCTF008;FII PROPERTY INVEST;18/12/2007;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;1;91669367;91593387;-0,2375%;76.77;0;0;
07.352.632/0001-63;40000;BRRDBSCTF006;FII RODOBENS;19/04/2005;False;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;03/2019;Investidores em Geral;1;18933758;17876178;-0,8053%;446.9;0;0;
14.879.856/0001-93;2522968;BRJRDMCTF002;FII SHOPPING JARDIM SUL;17/07/2012;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;4865;211985253;209222523;0,5735%;82.93;00000000078.20;0000000000077937.36;JRDM11      
07.224.019/0001-60;1639737;BRSHDPCTF007;FII SHOPPING PARQUE D PEDRO;28/01/2005;False;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;03/2019;Investidores em Geral;4;1990138573;1977799642;0,4563%;1206.17;0;0;
07.122.725/0001-00;111177;BRALMICTF003;FII TORRE ALMIRANTE;19/11/2004;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;4410;196541109;190847395;0,0894%;1716.61;00000001419.94;0000000000019829.43;ALMI11      
04.722.883/0001-02;3935562;BRTRNTCTF013;FII TORRE NORTE;10/10/2001;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;656;793397048;784339899;0,3732%;199.3;00000000176.01;0000000000027020.66;TRNT11      
13.022.993/0001-44;2150000;BRFVBICTF004;FII VBI FL 4440;03/06/2011;False;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;03/2019;Investidores em Geral;4655;203906242;201696376;0,4047%;93.81;00000000129.00;0000000000428332.41;FVBI11      
20.265.434/0001-20;1383630;BRVTSCCTF002;FII VOTORANTIM SECURITIES IV;13/03/2015;False;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;03/2019;Investidor Qualificado;842;1442951128;1404910303;0,0000%;1015.38;0;0;
