ASSETS;CLASS;COMPANY_ID;DATE_INI;DY_LAST;EQUITY;EXCLUSIVE;ISIN;NAME;OWNERS;PRICE_QUOTA_EQUITY;QUOTA;REFERENCE;TARGET;CODISI;PREULT;VOLTOT;CODNEG;DATA
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;133;1971555;GGRC11      ;2019-05-16
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;133;1508923;GGRC11      ;2019-05-17
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;132;2271429;GGRC11      ;2019-05-20
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;132;1792788;GGRC11      ;2019-05-21
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;132;1100525;GGRC11      ;2019-05-22
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;132;2151180;GGRC11      ;2019-05-23
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;133;1627769;GGRC11      ;2019-05-24
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;133;1555592;GGRC11      ;2019-05-27
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;133;1740031;GGRC11      ;2019-05-28
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;133;1562752;GGRC11      ;2019-05-29
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;134;1388357;GGRC11      ;2019-05-30
785122921;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;26.614.291/0001-00;11/01/2017;;755192226;0.0;BRGGRCCTF002;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;38249;116.13;6503028;04/2019;Investidores em Geral;BRGGRCCTF002;134;1506080;GGRC11      ;2019-05-31
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;108;28277;ATSA11      ;2019-05-06
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;105;136700;ATSA11      ;2019-05-07
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;103;41303;ATSA11      ;2019-05-08
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;103;403;ATSA11      ;2019-05-15
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;109;434;ATSA11      ;2019-05-20
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;109;65100;ATSA11      ;2019-05-22
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;109;119350;ATSA11      ;2019-05-23
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;109;651;ATSA11      ;2019-05-27
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;107;1087;ATSA11      ;2019-05-28
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;106;4452;ATSA11      ;2019-05-29
186226347;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;12.809.972/0001-00;23/03/2011;0,2773%;185605739;0.0;BRATSACTF000;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;94;108.21;1715200;04/2019;Investidores em Geral;BRATSACTF000;109;437;ATSA11      ;2019-05-30
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;254;2265722;HGBS11      ;2019-05-02
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2375155;HGBS11      ;2019-05-03
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;3099170;HGBS11      ;2019-05-06
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2661272;HGBS11      ;2019-05-07
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2518924;HGBS11      ;2019-05-08
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;251;2405120;HGBS11      ;2019-05-09
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;2487455;HGBS11      ;2019-05-10
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;251;2588767;HGBS11      ;2019-05-13
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;3486553;HGBS11      ;2019-05-14
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2319243;HGBS11      ;2019-05-15
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2451536;HGBS11      ;2019-05-16
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;2992604;HGBS11      ;2019-05-17
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;1386879;HGBS11      ;2019-05-20
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;2036103;HGBS11      ;2019-05-21
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2932425;HGBS11      ;2019-05-22
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;2997067;HGBS11      ;2019-05-23
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;252;1863894;HGBS11      ;2019-05-24
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;254;1832602;HGBS11      ;2019-05-27
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;253;2091981;HGBS11      ;2019-05-28
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;254;1104160;HGBS11      ;2019-05-29
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;258;1103750;HGBS11      ;2019-05-30
1558530783;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;08.431.747/0001-06;28/12/2006;0,6243%;1505758840;0.0;BRHGBSCTF000;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;23145;224.12;6718650;04/2019;Investidores em Geral;BRHGBSCTF000;260;1832521;HGBS11      ;2019-05-31
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;240;960;HMOC11      ;2019-05-02
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;241;241;HMOC11      ;2019-05-06
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;2680;HMOC11      ;2019-05-07
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;244;HMOC11      ;2019-05-08
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;240;2401;HMOC11      ;2019-05-09
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;230;48856;HMOC11      ;2019-05-10
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;230;34951;HMOC11      ;2019-05-13
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;244;HMOC11      ;2019-05-17
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;62707;HMOC11      ;2019-05-21
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;244;HMOC11      ;2019-05-23
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;10980;HMOC11      ;2019-05-28
69273471;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;14.733.211/0001-48;02/12/2011;0,7493%;68697472;0.0;BRHMOCCTF005;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;221;179.83;382017;04/2019;Investidor Qualificado;BRHMOCCTF005;244;10365;HMOC11      ;2019-05-30
117549607;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;16.875.388/0001-04;10/05/2013;0,5727%;116063997;0.0;BRFOFTCTF007;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;425;97.04;1196040;04/2019;Investidores em Geral;BRFOFTCTF007;91;92824;FOFT11      ;2019-05-02
117549607;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;16.875.388/0001-04;10/05/2013;0,5727%;116063997;0.0;BRFOFTCTF007;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;425;97.04;1196040;04/2019;Investidores em Geral;BRFOFTCTF007;92;16816;FOFT11      ;2019-05-03
117549607;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;16.875.388/0001-04;10/05/2013;0,5727%;116063997;0.0;BRFOFTCTF007;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;425;97.04;1196040;04/2019;Investidores em Geral;BRFOFTCTF007;91;9867;FOFT11      ;2019-05-06
117549607;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;16.875.388/0001-04;10/05/2013;0,5727%;116063997;0.0;BRFOFTCTF007;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;425;97.04;1196040;04/2019;Investidores em Geral;BRFOFTCTF007;91;179927;FOFT11      ;2019-05-07
117549607;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;16.875.388/0001-04;10/05/2013;0,5727%;116063997;0.0;BRFOFTCTF007;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;425;97.04;1196040;04/2019;Investidores em Geral;BRFOFTCTF007;92;1007;FOFT11      ;2019-05-08
