COMPANY_ID;NAME;DATE_INI;EXCLUSIVE;CLASS;REFERENCE;TARGET;EQUITY;OWNERS;ASSETS;QUOTA;DY_LAST;PRICE_QUOTA_EQUITY;ISIN
26.499.833/0001-32;MALLS BRASIL PLURAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;14/12/2017;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidores em Geral;289300074.0;24404;291211934;2636769.0;0,6271%;110.0;BRMALLCTF007
97.521.225/0001-25;MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;04/07/2011;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;312732509.0;48728;316646103;31482823.0;-0,1268%;10.0;BRMXRFCTF008
16.915.968/0001-88;MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO;06/03/2013;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;207271905.0;10734;211695771;2002613.0;1,1494%;104.0;BRMFIICTF008
20.003.001/0001-05;MIKEONE FUNDO DE INVESTIMENTO IMOBILIÁRIO;04/08/2014;1.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Qualificado;37578285.0;1;127225428;23238.0;1,6263%;1618.0;BRMKENCTF007
22.957.521/0001-74;MULTI PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;20/12/2016;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;21246754.0;11;21363859;55727500.0;0,0000%;1.0;BRPRTSCTF002
22.459.737/0001-00;MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;16/07/2015;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidores em Geral;173451707.0;10;173687719;1200000.0;0,2367%;145.0;BRSHOPCTF004
10.456.810/0001-00;MULTIGESTÃO RENDA COMERCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;24/10/2008;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;57994313.0;275;58730795;463277.0;0,5108%;126.0;BRDRITCF009
30.495.165/0001-42;NE Logistic Fundo de Investimento Imobiliário;30/10/2018;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;541305514.0;3;558282127;404999.0;0,0000%;1337.0;0
24.774.904/0001-32;NF CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/09/2017;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidor Profissional;36456585.0;1;36708219;37428.0;;975.0;
17.786.606/0001-05;NF CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/04/2017;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidor Profissional;120600732.0;1;121063262;18738.0;;6437.0;
23.179.381/0001-13;NIHAL FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;08/04/2016;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;64997817.0;1;65036349;88300.0;0,0000%;737.0;
22.003.469/0001-17;NOVA I - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;31/12/2018;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;49896604.0;7;171795139;337400.0;0,5997%;148.0;BRNVIFCTF009
12.811.222/0001-73;OAR - FUNDO DE INVESTIMENTO IMOBILIÁRIO;30/12/2012;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;103577319.0;1;104970415;125512.0;;826.0;
27.293.689/0001-46;OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;24/07/2017;0.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;6240644.0;7;6264573;6651.0;0,0000%;939.0;
01.235.622/0001-61;OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/10/1996;1.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Profissional;2114745926.0;52;2539158499;768166.0;0,0000%;2753.0;BRFTCECTF005
13.000.836/0001-38;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/03/2018;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;419993444.0;32;433477216;23.0;;18260585.0;0
13.000.836/0001-38;OSASCO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/03/2018;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;419993444.0;32;433477216;23.0;;18260585.0;0
26.091.656/0001-50;OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO- FII;30/11/2016;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidores em Geral;75176243.0;373;75920435;720000.0;0,8651%;105.0;BROUJPCTF006
19.107.604/0001-60;OURO PRETO DESENVOLVIMENTO IMOBILIARIO I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;29/03/2016;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;36421230.0;7;36557928;290000.0;;126.0;BRORPDCTF005
14.465.810/0001-28;PACALU FUNDO DE INVESTIMENTO IMOBILIÁRIO;21/12/2010;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;251543864.0;2;251938467;56836574.0;;5.0;0
21.500.514/0001-86;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;11/06/2016;1.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;72413374.0;1;72520865;1780984.0;0,8503%;41.0;BRVTVICTF003
30.048.651/0001-12;PÁTRIA EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;29/03/2019;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Passiva;04/2019;Investidores em Geral;146543602.0;2130;294733768;1502052.0;0,0000%;98.0;BRPATCCTF002
14.056.001/0001-62;PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;19/08/2011;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: ResidencialTipo de Gestão: Ativa;04/2019;Investidor Qualificado;35681594.0;79;38572920;51699979.0;0,0000%;1.0;BRPRSNCTF005
17.655.102/0001-48;PESCARA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;22/10/2013;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;53277087.0;1;53398346;29.0;;1837141.0;
20.118.492/0001-21;PLATINUM FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/08/2016;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;91726593.0;7;91772373;10000.0;0,0000%;9173.0;000000
14.080.689/0001-16;POLO FII - FII RECEBÍVEIS IMOBILIÁRIOS I;31/10/2011;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;73053619.0;662;94892421;954304.0;0,6361%;77.0;BRPLRICTF000
17.156.502/0001-09;POLO FUNDO DE INVESTIMENTO IMOBILIARIO - RECEBIVEIS IMOBILIARIOS II - FII;12/12/2012;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;104932985.0;954;105069025;1000000.0;0,0000%;105.0;BRPORDCTF005
30.258.790/0001-70;PRAZO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/02/2019;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;1789327.0;2;1802478;1800.0;0,0000%;995.0;
18.874.954/0001-99;TARANTO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;04/06/2014;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;519263.0;1;237000000;0.0;;0.0;
11.701.400/0001-40;TAURUS PATRIMONIUM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;08/07/2010;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;28702001.0;7;28816655;13300000.0;0,0000%;3.0;
22.103.617/0001-75;TC ALMAVI FUNDO DE INVESTIMENTO IMOBILIARIO - FII;23/09/2015;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;83011019.0;3;83076428;74628077.0;;2.0;
22.044.621/0001-00;TC EMPRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/07/2015;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;9728933.0;1;21021326;7285.0;;1336.0;
13.320.290/0001-00;TERRA - FUNDO DE INVESTIMENTO IMOBILIÁRIO;30/06/2011;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;87527302.0;1;98671644;88617.0;;988.0;
27.212.823/0001-37;TMJ FUNDO DE INVESTIMENTO IMOBILIARIO;20/06/2017;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;05/2019;Investidor Profissional;4485236.0;3;4520405;8314.0;;540.0;0
27.212.823/0001-37;TMJ FUNDO DE INVESTIMENTO IMOBILIARIO;20/06/2017;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;05/2019;Investidor Profissional;4485236.0;3;4520405;8314.0;;540.0;0
29.018.899/0001-51;TOP CENTER II FUNDO DE INVESTIMENTO IMOBILIÁRIO;24/01/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;66961058.0;1;66981787;63360000.0;0,0000%;2.0;************
17.007.443/0001-07;TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;15/08/2013;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidores em Geral;100231165.0;66;100858281;18113.0;0,5560%;5534.0;BRTSNCCTF009
26.990.011/0001-50;TREECORP REAL ESTATE FII - I;20/01/2017;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;05/2019;Investidor Qualificado;28695178.0;52;28749478;297327.0;0,0000%;97.0;BRTCPFCTF001
13.703.596/0001-38;TREVISO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;24/09/2012;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;0.0;0;0;0.0;;0.0;
15.006.267/0001-63;TRX EDIFICIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;08/11/2012;0.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Ativa;04/2019;Investidores em Geral;26307384.0;2862;26547901;1792557.0;-0,5870%;15.0;BRXTEDCTF006
11.839.593/0001-09;TRX REALTY LOGÍSTICA RENDA I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/08/2010;0.0;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Passiva;04/2019;Investidores em Geral;184607187.0;11466;185090315;1867464.0;0,4354%;99.0;BRTRXLCTF001
21.642.282/0001-09;TS PART FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;07/02/2018;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Qualificado;117167980.0;1;117235479;977889.0;0,0000%;120.0;
28.090.655/0001-17;VALORA RE I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;08/08/2017;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Profissional;42882141.0;97;43954771;49956.0;0,6823%;859.0;BRVLORCTF006
28.090.655/0001-17;VALORA RE I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;08/08/2017;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Profissional;42882141.0;97;43954771;49956.0;0,6823%;859.0;BRVLORCTF006
29.852.732/0001-91;VALORA RE III FUNDO DE INVESTIMENTO IMOBILIARIO - FII;27/07/2018;0.0;Mandato: RendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;108085224.0;2810;109445984;1120948.0;0,8794%;97.0;BRVGIRCTF008
32.186.230/0001-83;VAM FUNDO DE INVESTIMENTO IMOBILIÁRIO;10/12/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;12992370.0;3;13127711;141247.0;;92.0;
17.655.122/0001-19;VANQUISH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;14/02/2013;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;24345454.0;1;24355454;16.0;;1521591.0;0
30.871.660/0001-09;VBI ULIVING FUNDO DE INVESTIMENTO IMOBILIÁRIO;30/11/2018;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;40621666.0;1;41506079;42651.0;;953.0;
13.842.683/0001-76;VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIARIO;14/11/2012;1.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidor Qualificado;70568647.0;17;70744197;58977.0;;1197.0;BRVLJSCTF004
19.267.845/0001-76;VGS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;10/03/2014;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;71654923.0;1;71692567;27890.0;;2570.0;
24.853.044/0001-22;VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;10/12/2018;0.0;Mandato: RendaSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidor Qualificado;76229980.0;192;153784855;717200.0;0,7476%;107.0;BRVILGCTF001
17.554.274/0001-25;VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;07/08/2013;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidores em Geral;819205089.0;74047;911916356;8160576.0;0,4881%;101.0;BRVISCCTF005
16.924.913/0001-34;VISTA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/06/2013;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;72202369.0;56;72274474;84100000.0;0,0000%;1.0;BRVREFCTF009
17.870.926/0001-30;Votorantim Securities Master Fundo de Investimento Imobiliário - FII;13/07/2018;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;80732629.0;216;80812508;827913.0;0,4000%;98.0;BRVOTSCTF007
21.826.249/0001-20;VRE DESENVOLVIMENTO III FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;06/10/2015;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;50846145.0;151;50987864;57250.0;0,0000%;889.0;BRFVRECTF009
30.248.129/0001-84;VX VI - FUNDO DE INVESTIMENTO IMOBILIÁRIO;30/08/2018;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidor Qualificado;110199625.0;1;333060327;10000.0;0,0000%;11020.0;0
30.578.351/0001-45;VX XII - Fundo de Investimento Imobiliário;27/03/2019;1.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;29570146.0;2;29600146;296114.0;0,0000%;100.0;0
26.269.251/0001-60;WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;02/05/2017;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;145267014.0;2;147336540;31977.0;0,0000%;4543.0;000000
26.269.251/0001-60;WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;02/05/2017;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidor Qualificado;145267014.0;2;147336540;31977.0;0,0000%;4543.0;000000
16.802.320/0001-03;XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;11/03/2013;1.0;Mandato: RendaSegmento de Atuação: Lajes CorporativasTipo de Gestão: Passiva;04/2019;Investidores em Geral;200786564.0;11019;214094836;2414570.0;1,0232%;84.0;BRXPCMCTF009
18.308.516/0001-63;XP HOTÉIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;15/04/2016;0.0;Mandato: RendaSegmento de Atuação: HotelTipo de Gestão: Ativa;04/2019;Investidor Qualificado;387583974.0;267;387728872;2121943.0;0,0000%;183.0;BRVREHCTF005
28.516.325/0001-40;XP Industrial Fundo de Investimento Imobiliário;26/04/2017;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidores em Geral;246433840.0;5310;263078086;2180089.0;0,6700%;114.0;BRXPINCTF004
26.502.794/0001-85;XP Log Fundo de Investimento Imobiliário - FII;18/10/2016;0.0;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidores em Geral;365785231.0;22409;565676537;3661150.0;0,0000%;100.0;BRXPLGR02M14
28.757.546/0001-00;XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;27/12/2017;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidores em Geral;954501092.0;54780;1358838835;9484954.0;0,0607%;101.0;BRXPMLCTF000
26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/10/2016;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;6446010.0;2;123521189;10.0;0,0000%;644601.0;0
26.502.810/0001-30;XPCE RE FII 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/10/2016;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;6446010.0;2;123521189;10.0;0,0000%;644601.0;0
24.853.060/0001-15;XPCE RE FUNDO DE INVESTIMENTO IMOBILIÁRIO;27/12/2015;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;11226744.0;1;51416283;39530.0;0,0000%;285.0;0
18.265.829/0001-81;YAGO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;28/04/2014;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;579641.0;6;47040014;1030.0;;563.0;
26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;11/01/2017;0.0;Mandato: HíbridoSegmento de Atuação: LogísticaTipo de Gestão: Ativa;04/2019;Investidores em Geral;755192226.0;38249;785122921;6503028.0;;117.0;BRGGRCCTF002
24.069.712/0001-25;GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/08/2017;0.0;Mandato: HíbridoSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidores em Geral;0.0;0;0;0.0;;0.0;0
26.191.053/0001-20;GOLDEN WEST VX FUNDO DE INVESTIMENTO IMOBILIARIO;28/12/2016;1.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;18388999.0;1;18425059;158780.0;0,0000%;116.0;0
18.929.051/0001-68;GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;03/05/2014;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;65926.0;1;109671509;265.0;;249.0;
23.426.470/0001-17;GOODMAN PATRIMONIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/02/2016;0.0;Mandato: RendaSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Profissional;14318157.0;1;207409917;2034078.0;;8.0;
30.871.716/0001-25;GREEN ROCK - FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/05/2014;0.0;Mandato: RendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;29994773.0;2;30009386;30000.0;;1000.0;
27.771.586/0001-44;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;26/07/2018;1.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Passiva;04/2019;Investidor Profissional;19303256.0;1;19340352;11678533.0;0,0000%;2.0;
14.631.148/0001-39;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/04/2012;1.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;05/2019;Investidor Qualificado e Profissional;70339804.0;33;70477197;928908.0;;76.0;BRATCCTF008
30.248.180/0001-96;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;19/09/2018;0.0;Mandato: HíbridoSegmento de Atuação: OutrosTipo de Gestão: Ativa;04/2019;Investidor Qualificado;10162104.0;4;10228843;9414.0;0,0000%;1080.0;0
12.809.972/0001-00;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/03/2011;0.0;Mandato: Desenvolvimento para RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidores em Geral;185605739.0;94;186226347;1715200.0;0,2773%;109.0;BRATSACTF000
08.431.747/0001-06;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/12/2006;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Ativa;04/2019;Investidores em Geral;1505758840.0;23145;1558530783;6718650.0;0,6243%;225.0;BRHGBSCTF000
16.929.519/0001-99;HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO;20/12/2013;0.0;Mandato: Desenvolvimento para VendaSegmento de Atuação: HíbridoTipo de Gestão: Ativa;04/2019;Investidor Qualificado;96342238.0;50;96409943;7587125.0;0,0000%;13.0;
14.733.211/0001-48;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;02/12/2011;0.0;Mandato: RendaSegmento de Atuação: ShoppingsTipo de Gestão: Passiva;04/2019;Investidor Qualificado;68697472.0;221;69273471;382017.0;0,7493%;180.0;BRHMOCCTF005
16.875.388/0001-04;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;10/05/2013;0.0;Mandato: Títulos e Valores MobiliáriosSegmento de Atuação: Títulos e Val. Mob.Tipo de Gestão: Ativa;04/2019;Investidores em Geral;116063997.0;425;117549607;1196040.0;0,5727%;98.0;BRFOFTCTF007
